LotBudget,StepUSD,FreeRollUSD,CashflowUSD,Donchian,TRIX,ProfitUSD,ProfitPct,MaxDD_Pct,ProfitFactor,WinRatePct,Trades,Harvests
0.1,750,80,250,25,True,348.1,7.0,9.0,1.7,15.4,52,3
0.1,750,100,250,25,True,348.1,7.0,9.0,1.7,15.4,52,3
0.1,1200,40,250,25,True,336.46,6.7,7.6,1.7,13.7,51,3
0.08,1200,100,150,25,True,274.79,5.5,6.6,1.7,11.8,51,4
0.08,1200,60,200,20,True,263.7,5.3,7.5,1.7,13.0,54,3
0.1,500,40,400,15,True,605.18,12.1,10.7,1.69,14.8,61,3
0.08,300,60,400,15,True,594.05,11.9,9.8,1.69,18.6,59,2
0.1,300,60,300,20,True,578.8,11.6,11.3,1.69,19.0,58,4
0.06,750,80,200,25,True,264.06,5.3,7.0,1.69,13.5,52,3
0.1,300,40,200,20,True,552.78,11.1,7.6,1.68,20.3,59,5
0.08,300,80,150,15,True,480.05,9.6,4.9,1.68,16.9,59,6
0.08,300,100,150,15,True,480.05,9.6,4.9,1.68,16.9,59,6
0.1,750,80,250,20,True,342.98,6.9,9.1,1.68,14.8,54,3
0.1,750,100,250,20,True,342.98,6.9,9.1,1.68,14.8,54,3
0.06,750,40,250,25,True,327.76,6.6,6.9,1.68,9.6,52,3
0.08,1000,100,150,25,True,295.97,5.9,6.4,1.68,16.0,50,4
0.06,1200,100,150,20,True,263.55,5.3,4.8,1.68,15.1,53,4
0.08,750,40,250,25,True,319.22,6.4,9.3,1.67,11.1,54,3
0.06,750,40,200,20,True,260.45,5.2,7.1,1.67,12.7,55,3
0.06,750,80,200,20,True,258.95,5.2,7.1,1.67,13.0,54,3
0.06,1200,100,150,15,True,257.72,5.2,4.8,1.67,14.0,57,4
0.1,300,40,400,15,True,570.29,11.4,8.7,1.66,17.7,62,3
0.08,300,40,250,20,True,469.02,9.4,9.9,1.66,17.2,58,4
0.06,300,80,150,15,True,454.99,9.1,5.2,1.66,15.3,59,6
0.06,300,100,150,15,True,454.99,9.1,5.2,1.66,15.3,59,6
0.1,500,60,200,15,True,436.68,8.7,7.5,1.66,18.0,61,4
0.1,500,60,300,25,True,416.73,8.3,11.9,1.66,18.9,53,3
0.1,1000,40,250,20,True,327.71,6.6,9.7,1.66,16.4,55,3
0.1,300,100,400,25,True,566.45,11.3,10.0,1.65,17.6,51,3
0.1,750,40,200,15,True,466.37,9.3,5.2,1.65,10.0,60,5
0.06,300,80,300,25,True,393.15,7.9,7.0,1.65,16.0,50,2
0.06,300,100,300,25,True,393.15,7.9,7.0,1.65,16.0,50,2
0.1,750,40,200,25,True,376.8,7.5,8.2,1.65,9.4,53,4
0.08,750,40,300,25,True,367.69,7.4,8.3,1.65,9.4,53,3
0.1,300,60,200,20,True,533.28,10.7,7.1,1.64,19.0,58,5
0.1,750,60,250,20,True,331.05,6.6,9.3,1.64,14.5,55,3
0.08,1200,100,200,25,True,254.19,5.1,7.7,1.64,11.8,51,3
0.08,300,60,250,20,True,468.89,9.4,10.6,1.63,19.3,57,4
0.1,500,60,150,25,True,408.55,8.2,7.0,1.63,18.5,54,5
0.1,1200,40,150,15,True,218.31,4.4,5.3,1.63,15.5,58,3
0.06,1200,60,150,25,True,189.47,3.8,6.0,1.63,13.7,51,3
0.1,300,80,150,20,True,501.26,10.0,5.9,1.62,19.6,56,7
0.08,300,60,150,25,True,399.08,8.0,5.1,1.62,20.4,54,5
0.1,1000,80,250,20,True,312.06,6.2,9.9,1.62,16.7,54,3
0.1,1000,100,250,20,True,312.06,6.2,9.9,1.62,16.7,54,3
0.06,1000,60,200,15,True,258.58,5.2,7.7,1.62,15.5,58,3
0.1,300,40,300,15,True,536.09,10.7,8.9,1.61,18.8,64,4
0.1,300,40,250,20,True,496.71,9.9,8.8,1.61,20.3,59,4
0.1,1000,80,250,25,True,307.87,6.2,9.9,1.61,15.4,52,3
0.06,750,80,200,15,True,249.04,5.0,7.5,1.61,12.1,58,3
0.1,1000,60,300,25,True,349.02,7.0,9.9,1.6,11.8,51,3
0.06,300,60,250,25,True,338.68,6.8,6.5,1.6,17.6,51,3
0.1,300,60,150,25,True,487.41,9.7,7.4,1.59,21.4,56,7
0.1,1000,60,300,20,True,347.01,6.9,10.0,1.59,13.2,53,3
0.08,750,80,200,25,True,246.77,4.9,7.7,1.59,15.4,52,3
0.08,750,100,200,25,True,246.77,4.9,7.7,1.59,15.4,52,3
0.1,500,40,300,20,True,382.9,7.7,12.0,1.58,15.8,57,3
0.08,1000,60,250,15,True,298.7,6.0,9.7,1.58,15.5,58,3
0.08,1000,80,250,15,True,298.7,6.0,9.7,1.58,15.5,58,3
0.1,300,40,200,15,True,496.55,9.9,8.2,1.57,18.8,64,5
0.1,1000,80,300,15,True,355.91,7.1,11.7,1.57,15.5,58,3
0.1,1000,100,300,15,True,355.91,7.1,11.7,1.57,15.5,58,3
0.08,500,40,200,15,True,346.74,6.9,6.7,1.57,14.5,62,4
0.08,750,80,200,20,True,241.66,4.8,7.7,1.57,14.8,54,3
0.08,750,100,200,20,True,241.66,4.8,7.7,1.57,14.8,54,3
0.08,300,40,300,20,True,389.88,7.8,9.8,1.56,17.5,57,3
0.08,750,60,200,25,True,234.84,4.7,7.9,1.55,15.1,53,3
0.06,1200,40,150,20,True,175.3,3.5,6.3,1.55,14.8,54,3
0.08,300,40,250,15,True,414.85,8.3,7.3,1.54,17.2,64,4
0.08,300,60,300,20,True,389.75,7.8,10.5,1.54,19.6,56,3
0.08,300,80,150,25,True,362.83,7.3,5.3,1.54,18.9,53,5
0.08,300,100,150,25,True,362.83,7.3,5.3,1.54,18.9,53,5
0.1,1200,60,300,25,True,333.98,6.7,10.5,1.54,7.8,51,3
0.1,1200,80,300,25,True,333.98,6.7,10.5,1.54,7.8,51,3
0.08,1200,40,200,25,True,227.04,4.5,8.2,1.54,11.5,52,3
0.06,1200,80,150,25,True,176.49,3.5,6.2,1.54,15.7,51,3
0.1,500,40,150,20,True,363.54,7.3,7.2,1.53,15.5,58,5
0.08,750,60,200,20,True,229.72,4.6,8.0,1.53,14.5,55,3
0.08,1000,40,150,25,True,198.34,4.0,7.3,1.53,17.0,53,3
0.1,750,40,300,25,True,319.77,6.4,11.7,1.52,7.5,53,3
0.1,1000,80,150,25,True,273.89,5.5,9.1,1.52,15.1,53,4
0.08,1200,80,200,15,True,234.56,4.7,8.7,1.52,12.1,58,3
0.1,1200,60,200,20,True,229.77,4.6,8.9,1.52,11.1,54,3
0.06,750,40,200,25,True,216.84,4.3,7.9,1.52,11.3,53,3
0.06,1200,40,150,15,True,166.24,3.3,6.2,1.52,13.8,58,3
0.08,1000,40,200,20,True,220.41,4.4,8.4,1.51,16.4,55,3
0.08,1000,80,200,20,True,217.78,4.4,8.4,1.51,16.7,54,3
0.06,750,60,150,25,True,173.6,3.5,6.2,1.51,15.4,52,3
0.1,300,40,250,15,True,440.47,8.8,8.9,1.5,18.8,64,4
0.1,300,40,150,25,True,429.82,8.6,7.3,1.5,21.1,57,6
0.1,500,40,250,15,True,382.85,7.7,8.3,1.5,14.5,62,4
0.08,1000,60,200,20,True,214.88,4.3,8.4,1.5,16.7,54,3
0.08,1000,60,200,25,True,214.61,4.3,8.4,1.5,15.4,52,3
0.1,1000,60,150,25,True,259.58,5.2,9.4,1.49,13.2,53,4
0.06,750,60,150,20,True,168.49,3.4,6.2,1.49,14.8,54,3
0.06,300,40,250,15,True,302.12,6.0,6.7,1.48,18.0,61,3
0.1,1000,60,150,20,True,257.57,5.2,9.5,1.48,14.5,55,4
0.1,1200,40,200,25,True,223.48,4.5,9.1,1.48,13.5,52,3
0.1,1200,100,200,20,True,219.73,4.4,9.1,1.48,12.7,55,3
0.1,300,80,150,15,True,456.75,9.1,6.9,1.47,18.3,60,7
0.06,300,40,200,15,True,301.86,6.0,6.7,1.47,19.0,63,4
0.06,300,80,250,25,True,285.07,5.7,7.1,1.47,15.7,51,3
0.06,300,100,250,25,True,285.07,5.7,7.1,1.47,15.7,51,3
0.06,500,40,200,15,True,239.0,4.8,6.8,1.47,18.0,61,3
0.1,1000,40,200,20,True,236.2,4.7,9.9,1.47,16.4,55,3
0.08,1000,100,200,25,True,206.48,4.1,8.5,1.47,16.0,50,3
0.08,1200,40,150,20,True,164.4,3.3,7.0,1.47,14.8,54,3
0.08,300,40,150,25,True,325.35,6.5,5.9,1.46,19.6,56,5
0.1,750,60,250,25,True,264.53,5.3,10.5,1.46,13.2,53,3
0.1,1200,40,150,20,True,168.75,3.4,7.3,1.46,14.8,54,3
0.1,300,60,400,15,True,441.13,8.8,10.8,1.45,18.0,61,3
0.08,300,40,300,15,True,338.14,6.8,7.4,1.45,16.1,62,3
0.06,1000,40,150,25,True,151.67,3.0,6.8,1.45,11.8,51,3
0.08,500,40,300,15,True,305.96,6.1,9.1,1.44,14.8,61,3
0.1,1000,80,200,20,True,220.54,4.4,10.0,1.44,16.7,54,3
0.1,1000,100,200,20,True,220.54,4.4,10.0,1.44,16.7,54,3
0.06,1000,60,150,20,True,156.34,3.1,6.8,1.44,16.7,54,3
0.06,1000,60,150,25,True,154.18,3.1,6.8,1.44,15.4,52,3
0.1,1000,80,200,25,True,216.36,4.3,10.0,1.43,15.4,52,3
0.08,1200,100,200,15,True,209.66,4.2,9.2,1.43,13.8,58,3
0.08,1200,80,200,20,True,192.62,3.9,8.8,1.43,13.0,54,3
0.1,300,40,150,20,True,385.9,7.7,7.8,1.42,20.3,59,6
0.1,500,60,150,15,True,333.7,6.7,9.8,1.42,19.4,62,5
0.08,300,40,200,15,True,317.83,6.4,7.4,1.42,17.2,64,4
0.1,500,40,200,15,True,312.55,6.3,8.4,1.41,14.5,62,4
0.1,1000,80,250,15,True,254.67,5.1,11.8,1.41,15.5,58,3
0.1,1000,100,250,15,True,254.67,5.1,11.8,1.41,15.5,58,3
0.06,1000,80,150,25,True,147.86,3.0,6.9,1.41,16.0,50,3
0.06,1000,100,150,25,True,147.86,3.0,6.9,1.41,16.0,50,3
0.1,300,60,300,15,True,406.93,8.1,10.9,1.4,19.0,63,4
